Word,length,FREQcount,Zipf-value,Cost,Rounded
harbor,6,562,4.042342537,5,4
harbored,8,18,2.570587743,6,3
harboring,9,50,2.999404318,6,3
harbormaster,12,8,2.246076652,7,2
harbors,7,26,2.723197906,6,3
harbour,7,127,3.399044112,6,3
harboured,9,2,1.768955397,7,2
harbouring,10,8,2.246076652,7,2
harbours,8,1,1.592864138,7,2
hard,4,15700,5.487761456,4,5
hardback,8,4,1.990804146,7,2
hardbacks,9,1,1.592864138,7,2
hardball,8,53,3.024227902,6,3
hardboiled,10,3,1.893894133,7,2
hardcase,8,1,1.592864138,7,2
hardcopy,8,1,1.592864138,7,2
hardcore,8,156,3.487733795,6,3
hardcover,9,8,2.246076652,7,2
harden,6,28,2.75423214,6,3
hardened,8,58,3.062686154,6,3
hardening,9,13,2.437962178,7,2
hardens,7,19,2.592864138,6,3
harder,6,1544,4.480762626,5,4
hardest,7,342,3.827128262,5,4
hardhat,7,2,1.768955397,7,2
hardhats,8,2,1.768955397,7,2
hardhead,8,11,2.371015388,7,2
hardheaded,10,24,2.689774151,6,3
hardheads,9,2,1.768955397,7,2
hardhearted,11,3,1.893894133,7,2
hardier,7,1,1.592864138,7,2
hardiest,8,1,1.592864138,7,2
hardily,7,2,1.768955397,7,2
harding,7,138,3.434848942,6,3
hardline,8,2,1.768955397,7,2
hardliner,9,3,1.893894133,7,2
hardliners,10,2,1.768955397,7,2
hardly,6,2613,4.709139725,4,5
hardness,8,13,2.437962178,7,2
hardnose,8,1,1.592864138,7,2
hardscrabble,12,2,1.768955397,7,2
hardship,8,77,3.183928745,6,3
hardships,9,38,2.882898749,6,3
hardtack,8,12,2.405777494,7,2
hardtop,7,18,2.570587743,6,3
hardware,8,348,3.834659569,5,4
hardwired,9,6,2.136932182,7,2
hardwood,8,33,2.823313059,6,3
hardworking,11,77,3.183928745,6,3
hardy,5,188,3.568295946,5,4
hare,4,195,3.584090214,5,4
harebells,9,1,1.592864138,7,2
harebrain,9,1,1.592864138,7,2
harebrained,11,23,2.672045384,6,3
hareem,6,2,1.768955397,7,2
harelip,7,8,2.246076652,7,2
harelipped,10,1,1.592864138,7,2
harelips,8,1,1.592864138,7,2
harem,5,45,2.954591974,6,3
harems,6,2,1.768955397,7,2
hares,5,3,1.893894133,7,2
haricots,8,4,1.990804146,7,2
haring,6,6,2.136932182,7,2
harish,6,1,1.592864138,7,2
hark,4,86,3.231353395,6,3
harka,5,1,1.592864138,7,2
harkee,6,1,1.592864138,7,2
harken,6,17,2.547106647,6,3
harkened,8,1,1.592864138,7,2
harkens,7,1,1.592864138,7,2
harle,5,1,1.592864138,7,2
harlem,6,229,3.653561978,5,4
harlequin,9,17,2.547106647,6,3
harlequinade,12,2,1.768955397,7,2
harlequins,10,1,1.592864138,7,2
harling,7,5,2.069985393,7,2
harlock,7,16,2.522283064,6,3
harlot,6,40,2.904617999,6,3
harlots,7,12,2.405777494,7,2
harm,4,1621,4.501884992,4,5
harman,6,2,1.768955397,7,2
harmed,6,123,3.385255827,6,3
harmel,6,2,1.768955397,7,2
harmer,6,3,1.893894133,7,2
harmful,7,66,3.117908945,6,3
harmin,6,1,1.592864138,7,2
harming,7,31,2.79698412,6,3
harmless,8,441,3.937256411,5,4
harmlessly,10,4,1.990804146,7,2
harmonia,8,18,2.570587743,6,3
harmonic,8,11,2.371015388,7,2
harmonica,9,89,3.246076652,6,3
harmonicas,10,4,1.990804146,7,2
harmonics,9,11,2.371015388,7,2
harmonies,9,14,2.467925401,7,2
harmonious,10,20,2.614053437,6,3
harmoniously,12,7,2.194924129,7,2
harmonium,9,2,1.768955397,7,2
harmonize,9,5,2.069985393,7,2
harmonizer,10,1,1.592864138,7,2
harmonizing,11,5,2.069985393,7,2
harmony,7,419,3.915083433,5,4
harms,5,14,2.467925401,7,2
harn,4,3,1.893894133,7,2
harness,7,133,3.418938941,6,3
harnessed,9,23,2.672045384,6,3
harnesses,9,10,2.333226827,7,2
harnessing,10,10,2.333226827,7,2
harold,6,1286,4.401412689,5,4
haroset,7,1,1.592864138,7,2
harp,4,134,3.422167911,6,3
harped,6,3,1.893894133,7,2
harper,6,866,4.22985324,5,4
harpers,7,2,1.768955397,7,2
harpies,7,24,2.689774151,6,3
harpin,6,3,1.893894133,7,2
harping,7,36,2.860035866,6,3
harpist,7,2,1.768955397,7,2
harpists,8,2,1.768955397,7,2
harpoon,7,44,2.945046656,6,3
harpooned,9,8,2.246076652,7,2
harpooner,9,3,1.893894133,7,2
harpooners,10,1,1.592864138,7,2
harpooning,10,3,1.893894133,7,2
harpoons,8,14,2.467925401,7,2
harps,5,12,2.405777494,7,2
harpsichord,11,11,2.371015388,7,2
harpy,5,34,2.835902186,6,3
harr,4,1,1.592864138,7,2
harrid,6,1,1.592864138,7,2
harridan,8,15,2.495954125,7,2
harridans,9,1,1.592864138,7,2
harried,7,6,2.136932182,7,2
harriers,8,4,1.990804146,7,2
harriet,7,368,3.858860508,5,4
harris,6,738,4.160478581,5,4
harrison,8,427,3.923277911,5,4
harrow,6,9,2.291834142,7,2
harrowing,9,27,2.738992173,6,3
harrowingly,11,1,1.592864138,7,2
harrows,7,2,1.768955397,7,2
harrumph,8,4,1.990804146,7,2
harrumphing,11,1,1.592864138,7,2
harry,5,4193,4.914462568,4,5
harrying,8,1,1.592864138,7,2
harsh,5,362,3.851740767,5,4
harsher,7,5,2.069985393,7,2
harshest,8,7,2.194924129,7,2
harshly,7,32,2.810348082,6,3
harshness,9,7,2.194924129,7,2
hart,4,600,4.070708614,5,4
hartford,8,158,3.493231266,6,3
harts,5,21,2.634256823,6,3
harvard,7,719,4.149166639,5,4
harvest,7,195,3.584090214,5,4
harvested,9,28,2.75423214,6,3
harvester,9,11,2.371015388,7,2
harvesters,10,2,1.768955397,7,2
harvesting,10,31,2.79698412,6,3
harvestry,9,2,1.768955397,7,2
harvests,8,13,2.437962178,7,2
harvesttime,11,1,1.592864138,7,2
harvey,6,849,4.221253068,5,4
has,3,57830,6.053994844,3,6
hasan,5,30,2.783195836,6,3
hasenpfeffer,12,7,2.194924129,7,2
hash,4,180,3.549512717,5,4
hashed,6,8,2.246076652,7,2
hasheesh,8,1,1.592864138,7,2
hashing,7,1,1.592864138,7,2
hashish,7,23,2.672045384,6,3
hasid,5,3,1.893894133,7,2
hasidic,7,11,2.371015388,7,2
hasidim,7,4,1.990804146,7,2
hasn,4,4625,4.957039771,4,5
hasnt,5,2,1.768955397,7,2
hasp,4,3,1.893894133,7,2
hassel,6,16,2.522283064,6,3
hassle,6,133,3.418938941,6,3
hassled,7,14,2.467925401,7,2
hassles,7,17,2.547106647,6,3
hassling,8,40,2.904617999,6,3
hassock,7,1,1.592864138,7,2
hast,4,68,3.130683233,6,3
hasta,5,66,3.117908945,6,3
haste,5,106,3.32121792,6,3
hasten,6,37,2.871617739,6,3
hastened,8,5,2.069985393,7,2
hastening,9,7,2.194924129,7,2
hastens,7,4,1.990804146,7,2
hastes,6,1,1.592864138,7,2
hastily,7,38,2.882898749,6,3
hastiness,9,1,1.592864138,7,2
hasting,7,2,1.768955397,7,2
hastings,8,220,3.636226416,5,4
hasty,5,179,3.547106647,5,4
hat,3,3273,4.806912817,4,5
hatband,7,1,1.592864138,7,2
hatbox,6,9,2.291834142,7,2
hatch,5,654,4.108075442,5,4
hatchback,9,8,2.246076652,7,2
hatcheck,8,9,2.291834142,7,2
hatched,7,71,3.149166639,6,3
hatcher,7,61,3.084225832,6,3
hatcheries,10,1,1.592864138,7,2
hatchery,8,7,2.194924129,7,2
hatches,7,56,3.047708998,6,3
hatchet,7,100,3.296155516,6,3
hatchets,8,3,1.893894133,7,2
hatching,8,25,2.70680749,6,3
hatchings,9,1,1.592864138,7,2
hatchling,9,3,1.893894133,7,2
hatchway,8,4,1.990804146,7,2
hate,4,10944,5.331049908,4,5
hateable,8,2,1.768955397,7,2
hated,5,1439,4.450196634,5,4
hateful,7,102,3.304671367,6,3
hatefulness,11,1,1.592864138,7,2
hatemongering,13,1,1.592864138,7,2
hatemongers,11,1,1.592864138,7,2
hater,5,32,2.810348082,6,3
haters,6,27,2.738992173,6,3
hates,5,1313,4.410429507,5,4
hatful,6,8,2.246076652,7,2
hath,4,252,3.694954663,5,4
hating,6,232,3.659190063,5,4
hatless,7,2,1.768955397,7,2
hatpin,6,7,2.194924129,7,2
hatrack,7,6,2.136932182,7,2
hatred,6,276,3.734313911,5,4
hatreds,7,7,2.194924129,7,2
hats,4,496,3.988190531,5,4
hatter,6,23,2.672045384,6,3
hattery,7,2,1.768955397,7,2
hau,3,13,2.437962178,7,2
hauberk,7,1,1.592864138,7,2
haughty,7,21,2.634256823,6,3
haul,4,361,3.850542713,5,4
haulage,7,2,1.768955397,7,2
hauled,6,72,3.155157002,6,3
hauler,6,3,1.893894133,7,2
haulers,7,4,1.990804146,7,2
hauling,7,109,3.333226827,6,3
hauls,5,23,2.672045384,6,3
hault,5,1,1.592864138,7,2
haunch,6,4,1.990804146,7,2
haunches,8,3,1.893894133,7,2
haunt,5,182,3.554285232,5,4
haunted,7,379,3.871617739,5,4
haunting,8,110,3.337157121,6,3
hauntingly,10,3,1.893894133,7,2
haunts,6,62,3.091174692,6,3
haunty,6,1,1.592864138,7,2
hause,5,2,1.768955397,7,2
hausfrau,8,8,2.246076652,7,2
hausfraus,9,1,1.592864138,7,2
haut,4,3,1.893894133,7,2
haute,5,23,2.672045384,6,3
hav,3,7,2.194924129,7,2
havana,6,189,3.570587743,5,4
have,4,314232,6.789085934,2,7
havel,5,4,1.990804146,7,2
havelock,8,11,2.371015388,7,2
havelocks,9,4,1.990804146,7,2
haven,5,18844,5.567030284,3,6
havens,6,12,2.405777494,7,2
havent,6,13,2.437962178,7,2
haver,5,8,2.246076652,7,2
havers,6,13,2.437962178,7,2
haversack,9,2,1.768955397,7,2
haversacks,10,1,1.592864138,7,2
haves,5,15,2.495954125,7,2
having,6,14752,5.460714485,4,5
havoc,5,69,3.136932182,6,3
haw,3,43,2.935286819,6,3
hawaii,6,610,4.077875352,5,4
hawaiian,8,166,3.514550613,5,4
hawaiians,9,14,2.467925401,7,2
hawed,5,2,1.768955397,7,2
hawing,6,6,2.136932182,7,2
hawk,4,650,4.105415131,5,4
hawked,6,4,1.990804146,7,2
hawker,6,19,2.592864138,6,3
hawkers,7,7,2.194924129,7,2
hawkey,6,1,1.592864138,7,2
hawkeye,7,412,3.907784194,5,4
hawking,7,43,2.935286819,6,3
hawkins,7,220,3.636226416,5,4
hawknose,8,1,1.592864138,7,2
hawks,5,139,3.437962178,6,3
hawkshaw,8,1,1.592864138,7,2
hawky,5,1,1.592864138,7,2
hawser,6,3,1.893894133,7,2
hawthorn,8,8,2.246076652,7,2
hawthorne,9,58,3.062686154,6,3
hawthorns,9,1,1.592864138,7,2
hay,3,325,3.805051742,5,4
haya,4,1,1.592864138,7,2
haycock,7,2,1.768955397,7,2
haydn,5,13,2.437962178,7,2
haye,4,15,2.495954125,7,2
hayes,5,292,3.758701762,5,4
hayfield,8,1,1.592864138,7,2
hayfields,9,1,1.592864138,7,2
haying,6,1,1.592864138,7,2
hayloft,7,12,2.405777494,7,2
haymaker,8,3,1.893894133,7,2
haymakers,9,1,1.592864138,7,2
hayne,5,1,1.592864138,7,2
hayride,7,36,2.860035866,6,3
hayrides,8,12,2.405777494,7,2
hays,4,47,2.97307538,6,3
hayseed,7,16,2.522283064,6,3
hayseeds,8,4,1.990804146,7,2
haystack,8,70,3.143092491,6,3
haystacks,9,7,2.194924129,7,2
hayward,7,29,2.768955397,6,3
haywire,7,64,3.104747499,6,3
hazard,6,197,3.588499332,5,4
hazarded,8,1,1.592864138,7,2
hazardous,9,94,3.269557747,6,3
hazards,7,32,2.810348082,6,3
haze,4,77,3.183928745,6,3
hazed,5,2,1.768955397,7,2
hazel,5,55,3.040022169,6,3
hazelnut,8,9,2.291834142,7,2
hazelnuts,9,2,1.768955397,7,2
hazen,5,19,2.592864138,6,3
hazers,6,1,1.592864138,7,2
hazing,6,53,3.024227902,6,3
hazmat,6,41,2.915083433,6,3
hazy,4,41,2.915083433,6,3
hb,2,15,2.495954125,7,2
he,2,389497,6.882339374,2,7
head,4,18947,5.569397518,3,6
headache,8,719,4.149166639,5,4
headaches,9,271,3.726403046,5,4
headachy,8,2,1.768955397,7,2
headband,8,21,2.634256823,6,3
headbands,9,4,1.990804146,7,2
headbanger,10,1,1.592864138,7,2
headbangers,11,1,1.592864138,7,2
headbanging,11,1,1.592864138,7,2
headboard,9,15,2.495954125,7,2
headbutt,8,6,2.136932182,7,2
headbutted,10,2,1.768955397,7,2
headcase,8,14,2.467925401,7,2
headcheese,10,1,1.592864138,7,2
headcount,9,4,1.990804146,7,2
headdress,9,15,2.495954125,7,2
headdresses,11,2,1.768955397,7,2
headed,6,1570,4.488010327,5,4
header,6,25,2.70680749,6,3
headers,7,9,2.291834142,7,2
headfirst,9,16,2.522283064,6,3
headgear,8,16,2.522283064,6,3
headhunted,10,2,1.768955397,7,2
headhunter,10,9,2.291834142,7,2
headhunters,11,15,2.495954125,7,2
heading,7,1707,4.524322008,4,5
headings,8,4,1.990804146,7,2
headlamps,9,3,1.893894133,7,2
headland,8,6,2.136932182,7,2
headlands,9,2,1.768955397,7,2
headless,8,67,3.124343055,6,3
headlight,9,37,2.871617739,6,3
headlights,10,96,3.278605876,6,3
headline,8,132,3.415685783,6,3
headlined,9,2,1.768955397,7,2
headliner,9,22,2.653561978,6,3
headliners,10,9,2.291834142,7,2
headlines,9,214,3.624272602,5,4
headlining,10,16,2.522283064,6,3
headlock,8,20,2.614053437,6,3
headlong,8,20,2.614053437,6,3
headman,7,15,2.495954125,7,2
headmaster,10,112,3.344912586,6,3
headmastership,14,1,1.592864138,7,2
headmen,7,1,1.592864138,7,2
headmistress,12,16,2.522283064,6,3
headphone,9,8,2.246076652,7,2
headphones,10,80,3.200319161,6,3
headpiece,9,16,2.522283064,6,3
headpin,7,1,1.592864138,7,2
headquarter,11,24,2.689774151,6,3
headquartered,13,5,2.069985393,7,2
headquarters,12,839,4.216113428,5,4
headrest,8,6,2.136932182,7,2
headrests,9,3,1.893894133,7,2
headroom,8,3,1.893894133,7,2
heads,5,2177,4.629892018,4,5
headsail,8,1,1.592864138,7,2
headsails,9,1,1.592864138,7,2
headset,7,42,2.925302598,6,3
headsets,8,22,2.653561978,6,3
headsheets,10,1,1.592864138,7,2
headshrinker,12,12,2.405777494,7,2
headsman,8,8,2.246076652,7,2
headspace,9,1,1.592864138,7,2
headstand,9,3,1.893894133,7,2
headstands,10,3,1.893894133,7,2
headstock,9,2,1.768955397,7,2
headstone,9,51,3.007837486,6,3
headstones,10,11,2.371015388,7,2
headstrong,10,46,2.963932,6,3
headwaiter,10,15,2.495954125,7,2
headwaiters,11,3,1.893894133,7,2
headwall,8,1,1.592864138,7,2
headwater,9,6,2.136932182,7,2
headwaters,10,8,2.246076652,7,2
headway,7,33,2.823313059,6,3
headwear,8,2,1.768955397,7,2
headwind,8,6,2.136932182,7,2
headwinds,9,7,2.194924129,7,2
headwork,8,1,1.592864138,7,2
heady,5,20,2.614053437,6,3
heal,4,578,4.054512706,5,4
healed,6,220,3.636226416,5,4
healer,6,84,3.221253068,6,3
healers,7,18,2.570587743,6,3
healing,7,326,3.806381895,5,4
heals,5,60,3.077163977,6,3
health,6,2054,4.604645968,4,5
healthcare,10,29,2.768955397,6,3
healthful,9,10,2.333226827,7,2
healthier,9,64,3.104747499,6,3
healthiest,10,24,2.689774151,6,3
healthily,9,1,1.592864138,7,2
healthy,7,1262,4.393237493,5,4
heap,4,249,3.689774151,5,4
heaped,6,13,2.437962178,7,2
heaping,7,6,2.136932182,7,2
heaps,5,26,2.723197906,6,3
hear,4,28323,5.743988728,3,6
heard,5,19775,5.587972596,3,6
hearer,6,2,1.768955397,7,2
hearers,7,1,1.592864138,7,2
hearing,7,2281,4.650149782,4,5
hearings,8,70,3.143092491,6,3
hearken,7,6,2.136932182,7,2
hearkens,8,1,1.592864138,7,2
hears,5,470,3.964855049,5,4
hearsay,7,78,3.189461233,6,3
hearse,6,81,3.205647995,6,3
hearses,7,3,1.893894133,7,2
hearst,6,342,3.827128262,5,4
heart,5,12453,5.387143004,4,5
heartache,9,74,3.166895406,6,3
heartaches,10,21,2.634256823,6,3
heartbeat,9,284,3.746679002,5,4
heartbeats,10,25,2.70680749,6,3
heartbreak,10,112,3.344912586,6,3
heartbreaker,12,32,2.810348082,6,3
heartbreaking,13,61,3.084225832,6,3
heartbreakingly,15,2,1.768955397,7,2
heartbreaks,11,2,1.768955397,7,2
heartbroken,11,93,3.264961996,6,3
heartburn,9,38,2.882898749,6,3
heartburns,10,1,1.592864138,7,2
hearted,7,23,2.672045384,6,3
heartedly,9,3,1.893894133,7,2
heartedness,11,4,1.990804146,7,2
heartened,9,1,1.592864138,7,2
heartening,10,2,1.768955397,7,2
heartfelt,9,72,3.155157002,6,3
heartful,8,2,1.768955397,7,2
hearth,6,34,2.835902186,6,3
hearths,7,2,1.768955397,7,2
heartier,8,2,1.768955397,7,2
hearties,8,14,2.467925401,7,2
heartiest,9,4,1.990804146,7,2
heartily,8,39,2.893894133,6,3
heartland,9,28,2.75423214,6,3
heartlands,10,1,1.592864138,7,2
heartless,9,179,3.547106647,5,4
heartlessly,11,4,1.990804146,7,2
heartlessness,13,1,1.592864138,7,2
heartrending,12,2,1.768955397,7,2
hearts,6,1172,4.361132154,5,4
heartsick,9,14,2.467925401,7,2
heartsore,9,1,1.592864138,7,2
heartstring,11,3,1.893894133,7,2
heartstrings,12,14,2.467925401,7,2
heartthrob,10,19,2.592864138,6,3
heartthrobs,11,1,1.592864138,7,2
heartwarming,12,19,2.592864138,6,3
heartworm,9,1,1.592864138,7,2
hearty,6,99,3.291834142,6,3
heat,4,2044,4.602527454,4,5
heated,6,132,3.415685783,6,3
heatedly,8,1,1.592864138,7,2
heater,6,139,3.437962178,6,3
heaters,7,32,2.810348082,6,3
heath,5,95,3.274105375,6,3
heathen,7,81,3.205647995,6,3
heathenism,10,1,1.592864138,7,2
heathens,8,53,3.024227902,6,3
heather,7,558,4.03924595,5,4
heathers,8,5,2.069985393,7,2
heathy,6,1,1.592864138,7,2
heating,7,137,3.431713229,6,3
heats,5,31,2.79698412,6,3
heatstroke,10,8,2.246076652,7,2
heatwave,8,5,2.069985393,7,2
heave,5,186,3.563675749,5,4
heaved,6,10,2.333226827,7,2
heaven,6,2887,4.752431331,4,5
heavenly,8,282,3.743620578,5,4
heavens,7,677,4.123063836,5,4
heavenward,10,1,1.592864138,7,2
heaver,6,1,1.592864138,7,2
heavers,7,6,2.136932182,7,2
heaves,6,6,2.136932182,7,2
heavier,7,117,3.363716149,6,3
heavies,7,9,2.291834142,7,2
heaviest,8,35,2.848136643,6,3
heavily,7,312,3.78737848,5,4
heaviness,9,11,2.371015388,7,2
heaving,7,31,2.79698412,6,3
heavy,5,2412,4.674391464,4,5
heavyset,8,10,2.333226827,7,2
heavyweight,11,178,3.544687173,5,4
heavyweights,12,11,2.371015388,7,2
hebe,4,12,2.405777494,7,2
hebraic,7,2,1.768955397,7,2
hebrew,6,153,3.479354863,6,3
hebrews,7,25,2.70680749,6,3
hecate,6,21,2.634256823,6,3
hecht,5,33,2.823313059,6,3
heck,4,925,4.258445129,5,4
heckle,6,16,2.522283064,6,3
heckled,7,5,2.069985393,7,2
heckler,7,15,2.495954125,7,2
hecklers,8,3,1.893894133,7,2
heckles,7,2,1.768955397,7,2
heckling,8,21,2.634256823,6,3
hectare,7,2,1.768955397,7,2
hectares,8,3,1.893894133,7,2
hectic,6,94,3.269557747,6,3
hectical,8,1,1.592864138,7,2
hector,6,543,4.027433042,5,4
hed,3,5,2.069985393,7,2
hedge,5,79,3.194924129,6,3
hedged,6,4,1.990804146,7,2
hedgehog,8,15,2.495954125,7,2
hedgehogs,9,4,1.990804146,7,2
hedgehopped,11,1,1.592864138,7,2
hedgehopping,12,2,1.768955397,7,2
hedger,6,1,1.592864138,7,2
hedgerow,8,3,1.893894133,7,2
hedgerows,9,5,2.069985393,7,2
hedges,6,71,3.149166639,6,3
hedging,7,17,2.547106647,6,3
hedonism,8,5,2.069985393,7,2
hedonist,8,2,1.768955397,7,2
hedonistic,10,5,2.069985393,7,2
hee,3,277,3.735878938,5,4
heed,4,92,3.260317091,6,3
heeded,6,9,2.291834142,7,2
heedful,7,1,1.592864138,7,2
heeding,7,3,1.893894133,7,2
heedless,8,3,1.893894133,7,2
heedlessly,10,1,1.592864138,7,2
heehaw,6,1,1.592864138,7,2
heel,4,377,3.869325942,5,4
heeled,6,4,1.990804146,7,2
heeler,6,1,1.592864138,7,2
heelers,7,7,2.194924129,7,2
heeling,7,3,1.893894133,7,2
heels,5,510,4.000255042,5,4
heep,4,35,2.848136643,6,3
heer,4,2,1.768955397,7,2
heezy,5,1,1.592864138,7,2
heft,4,10,2.333226827,7,2
hefted,6,2,1.768955397,7,2
heftier,7,1,1.592864138,7,2
hefty,5,62,3.091174692,6,3
hegemon,7,1,1.592864138,7,2
hegemonic,9,2,1.768955397,7,2
hegemony,8,4,1.990804146,7,2
heh,3,755,4.170355938,5,4
hei,3,36,2.860035866,6,3
heiau,5,1,1.592864138,7,2
heifer,6,61,3.084225832,6,3
heifers,7,12,2.405777494,7,2
heigh,5,14,2.467925401,7,2
height,6,476,3.970352521,5,4
heighten,8,9,2.291834142,7,2
heightened,10,43,2.935286819,6,3
heightening,11,2,1.768955397,7,2
heightens,9,7,2.194924129,7,2
heights,7,376,3.868175492,5,4
heil,4,159,3.495954125,6,3
heiling,7,1,1.592864138,7,2
heinie,6,58,3.062686154,6,3
heinies,7,15,2.495954125,7,2
heinous,7,82,3.210912235,6,3
heinously,9,4,1.990804146,7,2
heinousness,11,1,1.592864138,7,2
heir,4,266,3.718345404,5,4
heiress,7,58,3.062686154,6,3
heiresses,9,3,1.893894133,7,2
heirloom,8,43,2.935286819,6,3
heirlooms,9,16,2.522283064,6,3
heirs,5,41,2.915083433,6,3
heist,5,160,3.498660018,6,3
heisted,7,8,2.246076652,7,2
heister,7,1,1.592864138,7,2
heisters,8,1,1.592864138,7,2
heisting,8,2,1.768955397,7,2
heists,6,11,2.371015388,7,2
hel,3,37,2.871617739,6,3
held,4,2165,4.627492594,4,5
helder,6,1,1.592864138,7,2
hele,4,1,1.592864138,7,2
helen,5,1923,4.57603921,4,5
helena,6,179,3.547106647,5,4
helical,7,2,1.768955397,7,2
helices,7,3,1.893894133,7,2
helicopter,10,806,4.198707677,5,4
helicoptered,12,3,1.893894133,7,2
helicoptering,13,1,1.592864138,7,2
helicopters,11,171,3.527362589,5,4
helio,5,451,3.946972577,5,4
helios,6,44,2.945046656,6,3
heliotrope,10,3,1.893894133,7,2
helipad,7,21,2.634256823,6,3
heliport,8,21,2.634256823,6,3
helium,6,73,3.161065862,6,3
helix,5,20,2.614053437,6,3
hell,4,24012,5.672280563,3,6
hellbent,8,3,1.893894133,7,2
hellcat,7,16,2.522283064,6,3
hellcats,8,22,2.653561978,6,3
hellebore,9,5,2.069985393,7,2
helled,6,1,1.592864138,7,2
hellenic,8,1,1.592864138,7,2
hellenistic,11,2,1.768955397,7,2
heller,6,303,3.774707726,5,4
hellespont,10,7,2.194924129,7,2
hellfire,8,39,2.893894133,6,3
hellfires,9,3,1.893894133,7,2
hellhole,8,78,3.189461233,6,3
hellholes,9,3,1.893894133,7,2
hellhound,9,3,1.893894133,7,2
helling,7,1,1.592864138,7,2
hellion,7,4,1.990804146,7,2
hellions,8,3,1.893894133,7,2
hellish,7,39,2.893894133,6,3
hellishly,9,3,1.893894133,7,2
hellman,7,42,2.925302598,6,3
hello,5,29857,5.766894856,3,6
hellos,6,13,2.437962178,7,2
hells,5,24,2.689774151,6,3
helluva,7,47,2.97307538,6,3
helm,4,273,3.729584705,5,4
helmet,6,483,3.976679504,5,4
helmeted,8,1,1.592864138,7,2
helmets,7,103,3.308867481,6,3
helminth,8,2,1.768955397,7,2
helminths,9,1,1.592864138,7,2
helms,5,5,2.069985393,7,2
helmsman,8,26,2.723197906,6,3
helmsmanship,12,1,1.592864138,7,2
help,4,46977,5.963728666,3,6
helped,6,2388,4.670050292,4,5
helper,6,103,3.308867481,6,3
helpers,7,32,2.810348082,6,3
helpful,7,619,4.084225832,5,4
helpfully,9,1,1.592864138,7,2
helping,7,2588,4.704966193,4,5
helpings,8,10,2.333226827,7,2
helpless,8,568,4.046946409,5,4
helplessly,10,16,2.522283064,6,3
helplessness,12,12,2.405777494,7,2
helpline,8,1,1.592864138,7,2
helpmate,8,5,2.069985393,7,2
helps,5,1084,4.32726388,5,4
helsinki,8,38,2.882898749,6,3
helvetic,8,2,1.768955397,7,2
hem,3,42,2.925302598,6,3
hemachrosis,11,1,1.592864138,7,2
heman,5,47,2.97307538,6,3
hemangioma,10,1,1.592864138,7,2
hematin,7,1,1.592864138,7,2
hematite,8,2,1.768955397,7,2
hematocrit,10,8,2.246076652,7,2
hematological,13,1,1.592864138,7,2
hematologist,12,1,1.592864138,7,2
hematology,10,4,1.990804146,7,2
hematoma,8,57,3.055262136,6,3
hematomas,9,8,2.246076652,7,2
hematuria,9,11,2.371015388,7,2
heme,4,5,2.069985393,7,2
hemianopia,10,1,1.592864138,7,2
hemingway,9,135,3.425373051,6,3
hemiparesis,11,1,1.592864138,7,2
hemiplegia,10,1,1.592864138,7,2
hemisphere,10,76,3.178324867,6,3
hemispheres,11,11,2.371015388,7,2
hemline,7,10,2.333226827,7,2
hemlines,8,9,2.291834142,7,2
hemlock,7,32,2.810348082,6,3
hemlocks,8,3,1.893894133,7,2
hemmed,6,15,2.495954125,7,2
hemming,7,12,2.405777494,7,2
hemodynamic,11,1,1.592864138,7,2
hemodynamically,15,2,1.768955397,7,2
hemoglobin,10,28,2.75423214,6,3
hemolysis,9,4,1.990804146,7,2
hemolyzed,9,1,1.592864138,7,2
hemometer,9,1,1.592864138,7,2
hemoperitoneum,14,1,1.592864138,7,2
hemophage,9,4,1.990804146,7,2
hemophilia,10,2,1.768955397,7,2
hemophiliacs,12,1,1.592864138,7,2
hemopneumothorax,16,3,1.893894133,7,2
hemoptysis,10,1,1.592864138,7,2
hemorrhage,10,87,3.236316814,6,3
hemorrhaged,11,3,1.893894133,7,2
hemorrhages,11,8,2.246076652,7,2
hemorrhagic,11,18,2.570587743,6,3
hemorrhaging,12,69,3.136932182,6,3
hemorrhoid,10,18,2.570587743,6,3
hemorrhoidal,12,2,1.768955397,7,2
hemorrhoidectomy,16,3,1.893894133,7,2
hemorrhoids,11,46,2.963932,6,3
hemostasis,10,4,1.990804146,7,2
hemostat,8,25,2.70680749,6,3
hemostatic,10,2,1.768955397,7,2
hemostats,9,3,1.893894133,7,2
hemothorax,10,6,2.136932182,7,2
hemotoxic,9,1,1.592864138,7,2
hemp,4,17,2.547106647,6,3
hems,4,6,2.136932182,7,2
hen,3,163,3.50667799,5,4
hence,5,247,3.686285823,5,4
henceforth,10,51,3.007837486,6,3
henceforward,12,2,1.768955397,7,2
henchman,8,17,2.547106647,6,3
henchmen,8,23,2.672045384,6,3
hencoop,7,2,1.768955397,7,2
hendy,5,1,1.592864138,7,2
heng,4,78,3.189461233,6,3
henhouse,8,20,2.614053437,6,3
henhouses,9,1,1.592864138,7,2
henna,5,11,2.371015388,7,2
hennaed,7,1,1.592864138,7,2
henny,5,20,2.614053437,6,3
henpeck,7,1,1.592864138,7,2
henpecked,9,8,2.246076652,7,2
henpecks,8,1,1.592864138,7,2
henry,5,3904,4.88345518,4,5
henrys,6,7,2.194924129,7,2
hens,4,68,3.130683233,6,3
heo,3,2,1.768955397,7,2
hep,3,97,3.283060218,6,3
heparin,7,21,2.634256823,6,3
heparinize,10,1,1.592864138,7,2
